,date,Branch,City,Customer_Type,Gender,Product name,Unit price,Quantity,Tax 5%,Total,Payment,Shipping_Method,Invoice ID,Date,Time,cogs,gross margin percentage,gross income,Rating
949,2019-02-24,B,Mandalay,New,Female,Food and beverages,26.43,8,10.572,222.012,Ewallet,Free,365-16-4334,2/24/2019,14:26,211.44,4.761904762,10.572,8.9
7,2019-02-24,C,Naypyitaw,New,Female,Home and lifestyle,73.56,10,36.78,772.38,Ewallet,Free,315-22-5665,2/24/2019,11:38,735.6,4.761904762,36.78,8.0
61,2019-02-24,C,Naypyitaw,New,Male,Home and lifestyle,55.73,6,16.719,351.099,Ewallet,Free,803-83-5989,2/24/2019,10:55,334.38,4.761904762,16.719,7.0
20,2019-02-25,C,Naypyitaw,Existing,Male,Electronic accessories,86.04,5,21.51,451.71,Ewallet,Free,300-71-4605,2/25/2019,11:24,430.2,4.761904762,21.51,4.8
30,2019-02-25,B,Mandalay,New,Male,Fashion accessories,94.13,5,23.5325,494.1825,Credit card,Free,871-79-8483,2/25/2019,19:39,470.65,4.761904762,23.5325,4.8
914,2019-02-25,A,Yangon,Existing,Female,Food and beverages,99.6,3,14.94,313.74,Cash,Customer Paid,459-45-2396,2/25/2019,18:45,298.8,4.761904762,14.94,5.8
952,2019-02-25,B,Mandalay,Existing,Female,Food and beverages,62.85,4,12.57,263.97,Ewallet,Free,574-80-1489,2/25/2019,13:22,251.4,4.761904762,12.57,8.7
877,2019-02-25,B,Mandalay,Existing,Male,Electronic accessories,39.75,1,1.9875,41.7375,Cash,Customer Paid,608-05-3804,2/25/2019,20:19,39.75,4.761904762,1.9875,6.1
6,2019-02-25,A,Yangon,Existing,Female,Electronic accessories,68.84,6,20.652,433.692,Ewallet,Free,355-53-5943,2/25/2019,14:36,413.04,4.761904762,20.652,5.8
525,2019-02-25,A,Yangon,Existing,Female,Sports and travel,91.41,5,22.8525,479.9025,Ewallet,Free,719-89-8991,2/25/2019,16:03,457.05,4.761904762,22.8525,7.1
161,2019-02-25,A,Yangon,New,Male,Sports and travel,63.69,1,3.1845,66.8745,Cash,Customer Paid,275-28-0149,2/25/2019,16:21,63.69,4.761904762,3.1845,6.0
538,2019-02-25,A,Yangon,New,Female,Fashion accessories,73.05,4,14.61,306.81,Credit card,Free,308-81-0538,2/25/2019,17:16,292.2,4.761904762,14.61,4.9
570,2019-02-25,B,Mandalay,Existing,Female,Home and lifestyle,82.04,5,20.51,430.71,Credit card,Free,834-83-1826,2/25/2019,17:16,410.2,4.761904762,20.51,7.6
475,2019-02-25,A,Yangon,New,Male,Health and beauty,65.18,3,9.777,205.317,Credit card,Free,502-05-1910,2/25/2019,20:35,195.54,4.761904762,9.777,6.3
853,2019-02-25,B,Mandalay,New,Female,Electronic accessories,52.79,10,26.395,554.295,Ewallet,Free,866-70-2814,2/25/2019,11:58,527.9,4.761904762,26.395,10.0
504,2019-02-25,B,Mandalay,New,Male,Sports and travel,88.45,1,4.4225,92.8725,Credit card,Free,511-54-3087,2/25/2019,16:36,88.45,4.761904762,4.4225,9.5
165,2019-02-25,B,Mandalay,Existing,Male,Health and beauty,42.57,8,17.028,357.588,Ewallet,Free,505-02-0892,2/25/2019,14:12,340.56,4.761904762,17.028,5.6
302,2019-02-25,C,Naypyitaw,New,Male,Food and beverages,48.61,1,2.4305,51.0405,Cash,Customer Paid,735-06-4124,2/25/2019,15:31,48.61,4.761904762,2.4305,4.4
831,2019-02-25,B,Mandalay,New,Male,Health and beauty,62.57,4,12.514,262.794,Cash,Customer Paid,636-17-0325,2/25/2019,18:37,250.28,4.761904762,12.514,9.5
264,2019-02-26,B,Mandalay,New,Male,Sports and travel,54.45,1,2.7225,57.1725,Ewallet,Free,154-74-7179,2/26/2019,19:24,54.45,4.761904762,2.7225,7.9
274,2019-02-26,B,Mandalay,New,Female,Health and beauty,99.71,6,29.913,628.173,Ewallet,Free,477-24-6490,2/26/2019,16:52,598.26,4.761904762,29.913,7.9
794,2019-02-26,A,Yangon,New,Female,Electronic accessories,46.61,2,4.661,97.881,Credit card,Free,702-72-0487,2/26/2019,12:28,93.22,4.761904762,4.661,6.6
228,2019-02-26,B,Mandalay,Existing,Female,Electronic accessories,90.7,6,27.21,571.41,Cash,Customer Paid,466-61-5506,2/26/2019,10:52,544.2,4.761904762,27.21,5.3
494,2019-02-26,B,Mandalay,New,Male,Fashion accessories,99.89,2,9.989,209.769,Ewallet,Free,437-53-3084,2/26/2019,11:48,199.78,4.761904762,9.989,7.1
320,2019-02-26,C,Naypyitaw,New,Female,Food and beverages,22.93,9,10.3185,216.6885,Cash,Customer Paid,649-11-3678,2/26/2019,20:26,206.37,4.761904762,10.3185,5.5
659,2019-02-26,A,Yangon,Existing,Male,Fashion accessories,55.45,1,2.7725,58.2225,Credit card,Free,491-38-3499,2/26/2019,17:46,55.45,4.761904762,2.7725,4.9
770,2019-02-26,B,Mandalay,Existing,Female,Sports and travel,95.54,4,19.108,401.268,Ewallet,Free,707-32-7409,2/26/2019,11:58,382.16,4.761904762,19.108,4.5
977,2019-02-26,B,Mandalay,Existing,Male,Food and beverages,26.6,6,7.98,167.58,Ewallet,Free,518-71-6847,2/26/2019,15:10,159.6,4.761904762,7.98,4.9
428,2019-02-27,B,Mandalay,New,Male,Sports and travel,67.27,5,16.8175,353.1675,Cash,Customer Paid,741-73-3559,2/27/2019,17:27,336.35,4.761904762,16.8175,6.9
683,2019-02-27,A,Yangon,Existing,Male,Fashion accessories,21.48,2,2.148,45.108,Ewallet,Free,105-10-6182,2/27/2019,12:22,42.96,4.761904762,2.148,6.6
349,2019-02-27,B,Mandalay,New,Female,Health and beauty,13.5,10,6.75,141.75,Credit card,Free,400-45-1220,2/27/2019,11:06,135.0,4.761904762,6.75,4.8
656,2019-02-27,C,Naypyitaw,New,Female,Electronic accessories,99.69,1,4.9845,104.6745,Credit card,Free,250-81-7186,2/27/2019,10:23,99.69,4.761904762,4.9845,8.0
345,2019-02-27,A,Yangon,New,Female,Fashion accessories,77.93,9,35.0685,736.4385,Ewallet,Free,135-84-8019,2/27/2019,16:10,701.37,4.761904762,35.0685,7.6
361,2019-02-27,C,Naypyitaw,New,Female,Food and beverages,94.47,8,37.788,793.548,Cash,Customer Paid,605-72-4132,2/27/2019,15:12,755.76,4.761904762,37.788,9.1
89,2019-02-27,B,Mandalay,New,Female,Health and beauty,76.99,6,23.097,485.037,Cash,Customer Paid,318-68-5053,2/27/2019,17:55,461.94,4.761904762,23.097,6.1
702,2019-02-27,B,Mandalay,Existing,Female,Fashion accessories,19.77,10,9.885,207.585,Credit card,Free,191-29-0321,2/27/2019,18:57,197.7,4.761904762,9.885,5.0
639,2019-02-27,B,Mandalay,New,Male,Fashion accessories,52.42,3,7.863,165.123,Ewallet,Free,665-63-9737,2/27/2019,17:36,157.26,4.761904762,7.863,7.5
932,2019-02-27,A,Yangon,New,Female,Food and beverages,74.44,10,37.22,781.62,Ewallet,Free,243-55-8457,2/27/2019,11:40,744.4,4.761904762,37.22,5.1
793,2019-02-27,A,Yangon,Existing,Male,Electronic accessories,92.6,7,32.41,680.61,Credit card,Free,263-12-5321,2/27/2019,12:52,648.2,4.761904762,32.41,9.3
46,2019-02-27,B,Mandalay,Existing,Male,Health and beauty,56.69,9,25.5105,535.7205,Credit card,Free,370-41-7321,2/27/2019,17:24,510.21,4.761904762,25.5105,8.4
758,2019-02-27,A,Yangon,Existing,Male,Food and beverages,18.85,10,9.425,197.925,Ewallet,Free,250-17-5703,2/27/2019,18:24,188.5,4.761904762,9.425,5.6
771,2019-02-27,C,Naypyitaw,Existing,Female,Health and beauty,85.87,7,30.0545,631.1445,Credit card,Free,759-98-4285,2/27/2019,19:01,601.09,4.761904762,30.0545,8.0
486,2019-02-28,B,Mandalay,New,Female,Fashion accessories,41.09,10,20.545,431.445,Cash,Customer Paid,709-58-4068,2/28/2019,14:42,410.9,4.761904762,20.545,7.3
55,2019-02-28,C,Naypyitaw,New,Female,Electronic accessories,85.98,8,34.392,722.232,Cash,Customer Paid,399-46-5918,2/28/2019,19:01,687.84,4.761904762,34.392,8.2
710,2019-02-28,A,Yangon,Existing,Male,Food and beverages,80.62,6,24.186,507.906,Cash,Customer Paid,786-94-2700,2/28/2019,20:18,483.72,4.761904762,24.186,9.1
731,2019-02-28,A,Yangon,New,Male,Health and beauty,56.0,3,8.4,176.4,Ewallet,Free,635-28-5728,2/28/2019,19:33,168.0,4.761904762,8.4,4.8
242,2019-02-28,C,Naypyitaw,Existing,Male,Fashion accessories,93.2,2,9.32,195.72,Credit card,Free,142-72-4741,2/28/2019,18:37,186.4,4.761904762,9.32,6.0
841,2019-02-28,B,Mandalay,New,Male,Electronic accessories,60.3,1,3.015,63.315,Cash,Customer Paid,291-59-1384,2/28/2019,17:38,60.3,4.761904762,3.015,6.0
518,2019-03-01,A,Yangon,New,Male,Home and lifestyle,34.73,2,3.473,72.933,Ewallet,Free,220-28-1851,3/1/2019,18:14,69.46,4.761904762,3.473,9.7
595,2019-03-01,B,Mandalay,New,Male,Health and beauty,14.82,3,2.223,46.683,Credit card,Free,470-31-3286,3/1/2019,11:30,44.46,4.761904762,2.223,8.7
674,2019-03-01,A,Yangon,New,Female,Electronic accessories,45.48,10,22.74,477.54,Credit card,Free,811-03-8790,3/1/2019,10:22,454.8,4.761904762,22.74,4.8
579,2019-03-01,B,Mandalay,New,Male,Health and beauty,69.51,2,6.951,145.971,Ewallet,Free,207-73-1363,3/1/2019,12:15,139.02,4.761904762,6.951,8.1
358,2019-03-01,B,Mandalay,New,Male,Electronic accessories,27.5,3,4.125,86.625,Ewallet,Free,453-63-6187,3/1/2019,15:40,82.5,4.761904762,4.125,6.5
575,2019-03-01,B,Mandalay,Existing,Male,Fashion accessories,81.31,7,28.4585,597.6285,Ewallet,Free,339-96-8318,3/1/2019,19:49,569.17,4.761904762,28.4585,6.3
734,2019-03-01,B,Mandalay,Existing,Male,Food and beverages,53.72,1,2.686,56.406,Ewallet,Free,238-45-6950,3/1/2019,20:03,53.72,4.761904762,2.686,6.4
730,2019-03-01,A,Yangon,Existing,Female,Fashion accessories,22.32,4,4.464,93.744,Credit card,Free,247-11-2470,3/1/2019,16:23,89.28,4.761904762,4.464,4.4
101,2019-03-01,C,Naypyitaw,New,Male,Fashion accessories,78.55,9,35.3475,742.2975,Cash,Customer Paid,189-98-2939,3/1/2019,13:22,706.95,4.761904762,35.3475,7.2
383,2019-03-01,C,Naypyitaw,Existing,Female,Food and beverages,74.89,4,14.978,314.538,Ewallet,Free,153-58-4872,3/1/2019,15:32,299.56,4.761904762,14.978,4.2
238,2019-03-02,B,Mandalay,Existing,Female,Electronic accessories,13.22,5,3.305,69.405,Cash,Customer Paid,346-84-3103,3/2/2019,19:26,66.1,4.761904762,3.305,4.3
842,2019-03-02,A,Yangon,Existing,Female,Sports and travel,39.47,2,3.947,82.887,Credit card,Free,860-73-6466,3/2/2019,16:16,78.94,4.761904762,3.947,5.0
569,2019-03-02,C,Naypyitaw,New,Female,Sports and travel,73.98,7,25.893,543.753,Ewallet,Free,408-26-9866,3/2/2019,16:42,517.86,4.761904762,25.893,4.1
996,2019-03-02,B,Mandalay,New,Female,Home and lifestyle,97.38,10,48.69,1022.49,Ewallet,Free,303-96-2227,3/2/2019,17:16,973.8,4.761904762,48.69,4.4
353,2019-03-02,B,Mandalay,Existing,Male,Home and lifestyle,27.0,9,12.15,255.15,Cash,Customer Paid,565-67-6697,3/2/2019,14:16,243.0,4.761904762,12.15,4.8
252,2019-03-02,C,Naypyitaw,New,Female,Sports and travel,14.39,2,1.439,30.219,Credit card,Free,883-17-4236,3/2/2019,19:44,28.78,4.761904762,1.439,7.2
704,2019-03-02,B,Mandalay,Existing,Female,Home and lifestyle,88.39,9,39.7755,835.2855,Cash,Customer Paid,640-48-5028,3/2/2019,12:40,795.51,4.761904762,39.7755,6.3
672,2019-03-02,B,Mandalay,New,Female,Health and beauty,73.41,3,11.0115,231.2415,Ewallet,Free,576-31-4774,3/2/2019,13:10,220.23,4.761904762,11.0115,4.0
465,2019-03-02,C,Naypyitaw,Existing,Female,Sports and travel,54.55,10,27.275,572.775,Credit card,Free,878-30-2331,3/2/2019,11:22,545.5,4.761904762,27.275,7.1
940,2019-03-02,A,Yangon,New,Male,Food and beverages,66.52,4,13.304,279.384,Ewallet,Free,720-72-2436,3/2/2019,18:14,266.08,4.761904762,13.304,6.9
929,2019-03-02,B,Mandalay,New,Male,Sports and travel,25.31,2,2.531,53.151,Ewallet,Free,825-94-5922,3/2/2019,19:26,50.62,4.761904762,2.531,7.2
209,2019-03-02,B,Mandalay,New,Female,Electronic accessories,99.73,9,44.8785,942.4485,Credit card,Free,817-69-8206,3/2/2019,19:42,897.57,4.761904762,44.8785,6.5
965,2019-03-02,B,Mandalay,New,Female,Electronic accessories,38.27,2,3.827,80.367,Credit card,Free,172-42-8274,3/2/2019,18:18,76.54,4.761904762,3.827,5.8
24,2019-03-02,A,Yangon,Existing,Male,Sports and travel,88.63,3,13.2945,279.1845,Ewallet,Free,549-59-1358,3/2/2019,17:36,265.89,4.761904762,13.2945,6.0
115,2019-03-02,C,Naypyitaw,New,Female,Fashion accessories,27.02,3,4.053,85.113,Credit card,Free,225-98-1496,3/2/2019,13:01,81.06,4.761904762,4.053,7.1
919,2019-03-02,B,Mandalay,Existing,Female,Electronic accessories,26.26,3,3.939,82.719,Ewallet,Free,636-98-3364,3/2/2019,12:36,78.78,4.761904762,3.939,6.3
892,2019-03-02,C,Naypyitaw,Existing,Female,Fashion accessories,92.49,5,23.1225,485.5725,Credit card,Free,607-76-6216,3/2/2019,16:35,462.45,4.761904762,23.1225,8.6
898,2019-03-02,C,Naypyitaw,Existing,Male,Health and beauty,85.6,7,29.96,629.16,Cash,Customer Paid,725-54-0677,3/2/2019,13:50,599.2,4.761904762,29.96,5.3
801,2019-03-03,C,Naypyitaw,Existing,Female,Electronic accessories,30.2,8,12.08,253.68,Ewallet,Free,324-41-6833,3/3/2019,19:30,241.6,4.761904762,12.08,5.1
295,2019-03-03,C,Naypyitaw,Existing,Female,Electronic accessories,51.92,5,12.98,272.58,Cash,Customer Paid,211-05-0490,3/3/2019,13:42,259.6,4.761904762,12.98,7.5
636,2019-03-03,A,Yangon,New,Male,Health and beauty,28.95,7,10.1325,212.7825,Credit card,Free,610-46-4100,3/3/2019,20:31,202.65,4.761904762,10.1325,6.0
790,2019-03-03,A,Yangon,New,Male,Fashion accessories,46.41,1,2.3205,48.7305,Credit card,Free,651-96-5970,3/3/2019,20:06,46.41,4.761904762,2.3205,4.0
172,2019-03-03,C,Naypyitaw,New,Male,Electronic accessories,20.85,8,8.34,175.14,Cash,Customer Paid,733-33-4967,3/3/2019,19:17,166.8,4.761904762,8.34,6.3
109,2019-03-03,C,Naypyitaw,Existing,Male,Electronic accessories,81.97,10,40.985,860.685,Cash,Customer Paid,861-77-0145,3/3/2019,14:30,819.7,4.761904762,40.985,9.2
453,2019-03-03,A,Yangon,New,Male,Health and beauty,25.0,1,1.25,26.25,Ewallet,Free,568-88-3448,3/3/2019,15:09,25.0,4.761904762,1.25,5.5
39,2019-03-03,B,Mandalay,Existing,Male,Home and lifestyle,30.12,8,12.048,253.008,Cash,Customer Paid,777-82-7220,3/3/2019,13:01,240.96,4.761904762,12.048,7.7
461,2019-03-03,B,Mandalay,Existing,Female,Food and beverages,73.05,10,36.525,767.025,Credit card,Free,234-03-4040,3/3/2019,12:25,730.5,4.761904762,36.525,8.7
783,2019-03-03,C,Naypyitaw,New,Female,Home and lifestyle,44.01,8,17.604,369.684,Cash,Customer Paid,468-99-7231,3/3/2019,17:36,352.08,4.761904762,17.604,8.8
2,2019-03-03,A,Yangon,New,Male,Home and lifestyle,46.33,7,16.2155,340.5255,Credit card,Free,631-41-3108,3/3/2019,13:23,324.31,4.761904762,16.2155,7.4
186,2019-03-03,B,Mandalay,Existing,Female,Home and lifestyle,94.49,8,37.796,793.716,Ewallet,Free,305-14-0245,3/3/2019,19:00,755.92,4.761904762,37.796,7.5
176,2019-03-03,A,Yangon,Existing,Male,Food and beverages,22.17,8,8.868,186.228,Credit card,Free,175-54-2529,3/3/2019,17:01,177.36,4.761904762,8.868,9.6
590,2019-03-03,C,Naypyitaw,Existing,Male,Health and beauty,46.53,6,13.959,293.139,Credit card,Free,302-15-2162,3/3/2019,10:54,279.18,4.761904762,13.959,4.3
966,2019-03-04,A,Yangon,New,Female,Home and lifestyle,33.3,9,14.985,314.685,Ewallet,Free,558-60-5016,3/4/2019,15:27,299.7,4.761904762,14.985,7.2
43,2019-03-04,C,Naypyitaw,Existing,Female,Food and beverages,98.7,8,39.48,829.08,Cash,Customer Paid,228-96-1411,3/4/2019,20:39,789.6,4.761904762,39.48,7.6
976,2019-03-04,A,Yangon,New,Female,Food and beverages,74.66,4,14.932,313.572,Cash,Customer Paid,221-25-5073,3/4/2019,10:39,298.64,4.761904762,14.932,8.5
803,2019-03-04,A,Yangon,Existing,Female,Fashion accessories,48.96,9,22.032,462.672,Cash,Customer Paid,759-29-9521,3/4/2019,11:27,440.64,4.761904762,22.032,8.0
823,2019-03-04,A,Yangon,New,Female,Health and beauty,68.71,3,10.3065,216.4365,Cash,Customer Paid,276-75-6884,3/4/2019,10:05,206.13,4.761904762,10.3065,8.7
184,2019-03-04,A,Yangon,New,Female,Sports and travel,12.34,7,4.319,90.699,Credit card,Free,586-25-0848,3/4/2019,11:19,86.38,4.761904762,4.319,6.7
399,2019-03-04,B,Mandalay,Existing,Male,Electronic accessories,19.24,9,8.658,181.818,Cash,Customer Paid,346-12-3257,3/4/2019,16:28,173.16,4.761904762,8.658,8.0
692,2019-03-04,A,Yangon,Existing,Male,Health and beauty,48.63,10,24.315,510.615,Cash,Customer Paid,689-05-1884,3/4/2019,12:44,486.3,4.761904762,24.315,8.8
589,2019-03-04,A,Yangon,New,Male,Health and beauty,14.62,5,3.655,76.755,Cash,Customer Paid,227-50-3718,3/4/2019,12:23,73.1,4.761904762,3.655,4.4
408,2019-03-04,A,Yangon,New,Female,Home and lifestyle,56.53,4,11.306,237.426,Ewallet,Free,256-08-8343,3/4/2019,19:48,226.12,4.761904762,11.306,5.5
283,2019-03-04,A,Yangon,Existing,Male,Health and beauty,99.83,6,29.949,628.929,Ewallet,Free,667-92-0055,3/4/2019,15:02,598.98,4.761904762,29.949,8.5
354,2019-03-04,C,Naypyitaw,New,Female,Electronic accessories,30.24,1,1.512,31.752,Cash,Customer Paid,320-49-6392,3/4/2019,15:44,30.24,4.761904762,1.512,8.4
78,2019-03-05,C,Naypyitaw,Existing,Female,Food and beverages,78.31,10,39.155,822.255,Ewallet,Free,829-49-1914,3/5/2019,16:24,783.1,4.761904762,39.155,6.6
631,2019-03-05,A,Yangon,New,Male,Electronic accessories,78.31,3,11.7465,246.6765,Ewallet,Free,655-07-2265,3/5/2019,16:38,234.93,4.761904762,11.7465,5.4
492,2019-03-05,B,Mandalay,Existing,Female,Health and beauty,25.32,8,10.128,212.688,Ewallet,Free,608-04-3797,3/5/2019,20:24,202.56,4.761904762,10.128,8.7
493,2019-03-05,C,Naypyitaw,Existing,Female,Home and lifestyle,12.12,10,6.06,127.26,Credit card,Free,148-82-2527,3/5/2019,13:44,121.2,4.761904762,6.06,8.4
765,2019-03-05,B,Mandalay,New,Female,Home and lifestyle,95.46,8,38.184,801.864,Ewallet,Free,593-14-4239,3/5/2019,19:40,763.68,4.761904762,38.184,4.7
72,2019-03-05,B,Mandalay,Existing,Female,Food and beverages,48.52,3,7.278,152.838,Ewallet,Free,510-95-6347,3/5/2019,18:17,145.56,4.761904762,7.278,4.0
85,2019-03-05,C,Naypyitaw,New,Female,Sports and travel,83.06,7,29.071,610.491,Ewallet,Free,730-50-9884,3/5/2019,14:31,581.42,4.761904762,29.071,4.0
185,2019-03-05,B,Mandalay,Existing,Male,Food and beverages,18.08,3,2.712,56.952,Ewallet,Free,895-66-0685,3/5/2019,19:46,54.24,4.761904762,2.712,8.0
237,2019-03-05,C,Naypyitaw,Existing,Female,Fashion accessories,44.22,5,11.055,232.155,Credit card,Free,755-12-3214,3/5/2019,17:07,221.1,4.761904762,11.055,8.6
341,2019-03-05,B,Mandalay,Existing,Female,Health and beauty,55.97,7,19.5895,411.3795,Ewallet,Free,433-75-6987,3/5/2019,19:06,391.79,4.761904762,19.5895,8.9
309,2019-03-05,A,Yangon,New,Female,Fashion accessories,81.91,2,8.191,172.011,Cash,Customer Paid,848-42-2560,3/5/2019,17:43,163.82,4.761904762,8.191,7.8
116,2019-03-05,B,Mandalay,Existing,Male,Fashion accessories,21.94,5,5.485,115.185,Ewallet,Free,291-32-1427,3/5/2019,12:29,109.7,4.761904762,5.485,5.3
21,2019-03-05,B,Mandalay,New,Male,Health and beauty,87.98,3,13.197,277.137,Ewallet,Free,371-85-5789,3/5/2019,10:40,263.94,4.761904762,13.197,5.1
99,2019-03-05,B,Mandalay,New,Male,Home and lifestyle,82.7,6,24.81,521.01,Cash,Customer Paid,733-01-9107,3/5/2019,18:14,496.2,4.761904762,24.81,7.4
776,2019-03-05,C,Naypyitaw,Existing,Male,Health and beauty,65.31,7,22.8585,480.0285,Credit card,Free,102-77-2261,3/5/2019,18:02,457.17,4.761904762,22.8585,4.2
727,2019-03-05,B,Mandalay,New,Male,Sports and travel,69.74,10,34.87,732.27,Credit card,Free,174-64-0215,3/5/2019,17:49,697.4,4.761904762,34.87,8.9
398,2019-03-05,B,Mandalay,Existing,Female,Health and beauty,41.06,6,12.318,258.678,Credit card,Free,793-10-3222,3/5/2019,13:30,246.36,4.761904762,12.318,8.3
270,2019-03-06,B,Mandalay,New,Female,Sports and travel,67.43,5,16.8575,354.0075,Ewallet,Free,783-09-1637,3/6/2019,18:13,337.15,4.761904762,16.8575,6.3
221,2019-03-06,B,Mandalay,New,Male,Food and beverages,62.08,7,21.728,456.288,Ewallet,Free,468-01-2051,3/6/2019,13:46,434.56,4.761904762,21.728,5.4
893,2019-03-06,B,Mandalay,New,Male,Electronic accessories,28.38,5,7.095,148.995,Cash,Customer Paid,715-20-1673,3/6/2019,20:57,141.9,4.761904762,7.095,9.4
653,2019-03-06,B,Mandalay,Existing,Male,Sports and travel,37.32,9,16.794,352.674,Ewallet,Free,149-15-7606,3/6/2019,15:31,335.88,4.761904762,16.794,5.1
975,2019-03-06,B,Mandalay,Existing,Male,Fashion accessories,49.92,2,4.992,104.832,Credit card,Free,883-69-1285,3/6/2019,11:55,99.84,4.761904762,4.992,7.0
369,2019-03-06,A,Yangon,Existing,Male,Electronic accessories,21.5,9,9.675,203.175,Credit card,Free,254-31-0042,3/6/2019,12:46,193.5,4.761904762,9.675,7.8
281,2019-03-06,C,Naypyitaw,New,Male,Home and lifestyle,37.0,1,1.85,38.85,Credit card,Free,523-38-0215,3/6/2019,13:29,37.0,4.761904762,1.85,7.9
131,2019-03-06,A,Yangon,Existing,Female,Sports and travel,92.13,6,27.639,580.419,Cash,Customer Paid,802-70-5316,3/6/2019,20:34,552.78,4.761904762,27.639,8.3
148,2019-03-06,B,Mandalay,Existing,Male,Home and lifestyle,71.86,8,28.744,603.624,Credit card,Free,262-47-2794,3/6/2019,15:07,574.88,4.761904762,28.744,6.2
63,2019-03-06,A,Yangon,Existing,Male,Sports and travel,15.81,10,7.905,166.005,Credit card,Free,199-75-8169,3/6/2019,12:27,158.1,4.761904762,7.905,8.6
394,2019-03-06,A,Yangon,New,Female,Health and beauty,79.74,1,3.987,83.727,Ewallet,Free,885-17-6250,3/6/2019,10:36,79.74,4.761904762,3.987,7.3
857,2019-03-07,A,Yangon,Existing,Female,Home and lifestyle,28.31,4,5.662,118.902,Cash,Customer Paid,748-45-2862,3/7/2019,18:35,113.24,4.761904762,5.662,8.2
54,2019-03-07,B,Mandalay,New,Male,Home and lifestyle,16.16,2,1.616,33.936,Ewallet,Free,242-55-6721,3/7/2019,11:49,32.32,4.761904762,1.616,6.5
477,2019-03-07,C,Naypyitaw,New,Male,Electronic accessories,84.07,4,16.814,353.094,Ewallet,Free,598-47-9715,3/7/2019,16:54,336.28,4.761904762,16.814,4.4
157,2019-03-07,B,Mandalay,New,Male,Home and lifestyle,50.28,5,12.57,263.97,Ewallet,Free,307-85-2293,3/7/2019,13:58,251.4,4.761904762,12.57,9.7
553,2019-03-07,C,Naypyitaw,New,Male,Electronic accessories,22.21,6,6.663,139.923,Credit card,Free,399-69-4630,3/7/2019,10:23,133.26,4.761904762,6.663,8.6
362,2019-03-07,C,Naypyitaw,New,Male,Food and beverages,99.79,2,9.979,209.559,Ewallet,Free,471-41-2823,3/7/2019,20:37,199.58,4.761904762,9.979,8.0
313,2019-03-07,A,Yangon,Existing,Female,Health and beauty,15.55,9,6.9975,146.9475,Cash,Customer Paid,423-64-4619,3/7/2019,13:12,139.95,4.761904762,6.9975,5.0
537,2019-03-07,A,Yangon,New,Male,Home and lifestyle,97.94,1,4.897,102.837,Ewallet,Free,643-38-7867,3/7/2019,11:44,97.94,4.761904762,4.897,6.9
261,2019-03-07,C,Naypyitaw,New,Female,Fashion accessories,16.45,4,3.29,69.09,Ewallet,Free,821-07-3596,3/7/2019,14:53,65.8,4.761904762,3.29,5.6
134,2019-03-08,C,Naypyitaw,New,Female,Health and beauty,81.3,6,24.39,512.19,Ewallet,Free,483-71-1164,3/8/2019,16:43,487.8,4.761904762,24.39,5.3
95,2019-03-08,A,Yangon,New,Male,Electronic accessories,97.16,1,4.858,102.018,Ewallet,Free,594-34-4444,3/8/2019,20:38,97.16,4.761904762,4.858,7.2
437,2019-03-08,A,Yangon,New,Male,Home and lifestyle,33.99,6,10.197,214.137,Credit card,Free,345-08-4992,3/8/2019,15:37,203.94,4.761904762,10.197,7.7
431,2019-03-08,C,Naypyitaw,New,Male,Food and beverages,43.27,2,4.327,90.867,Ewallet,Free,574-57-9721,3/8/2019,16:53,86.54,4.761904762,4.327,5.7
638,2019-03-08,B,Mandalay,Existing,Female,Food and beverages,17.63,5,4.4075,92.5575,Cash,Customer Paid,364-33-8584,3/8/2019,15:27,88.15,4.761904762,4.4075,8.5
145,2019-03-08,C,Naypyitaw,New,Female,Health and beauty,46.26,6,13.878,291.438,Credit card,Free,458-41-1477,3/8/2019,17:11,277.56,4.761904762,13.878,9.5
438,2019-03-08,C,Naypyitaw,Existing,Male,Food and beverages,17.04,4,3.408,71.568,Ewallet,Free,549-96-4200,3/8/2019,20:15,68.16,4.761904762,3.408,7.0
356,2019-03-08,C,Naypyitaw,New,Female,Fashion accessories,37.55,10,18.775,394.275,Credit card,Free,632-90-0281,3/8/2019,20:01,375.5,4.761904762,18.775,9.3
1,2019-03-08,C,Naypyitaw,New,Female,Electronic accessories,15.28,5,3.82,80.22,Cash,Customer Paid,226-31-3081,3/8/2019,10:29,76.4,4.761904762,3.82,9.6
429,2019-03-08,A,Yangon,Existing,Female,Home and lifestyle,90.65,10,45.325,951.825,Ewallet,Free,325-77-6186,3/8/2019,10:53,906.5,4.761904762,45.325,7.3
323,2019-03-08,A,Yangon,New,Female,Fashion accessories,61.77,5,15.4425,324.2925,Cash,Customer Paid,563-91-7120,3/8/2019,13:21,308.85,4.761904762,15.4425,6.7
122,2019-03-09,B,Mandalay,Existing,Male,Sports and travel,99.96,9,44.982,944.622,Credit card,Free,219-22-9386,3/9/2019,17:26,899.64,4.761904762,44.982,4.2
611,2019-03-09,C,Naypyitaw,Existing,Female,Food and beverages,98.97,9,44.5365,935.2665,Cash,Customer Paid,277-35-5865,3/9/2019,11:23,890.73,4.761904762,44.5365,6.7
45,2019-03-09,B,Mandalay,Existing,Female,Electronic accessories,93.96,4,18.792,394.632,Cash,Customer Paid,132-32-9879,3/9/2019,18:00,375.84,4.761904762,18.792,9.5
